concept	Code	Source	Description	QW	RTL	NS	LL	Votes	Concensus	Comment	agreement	Concept
Percutaneous_coronary_intervent	92924	CPT4	Percutaneous transluminal coronary atherectomy, with coronary angioplasty when performed; single major coronary artery or branch | [Therapeutic or Preventive Procedure]	1	1	0	0	2	1		0.5	Percutaneous coronary intervention
Percutaneous_coronary_intervent	92925	CPT4	Percutaneous transluminal coronary atherectomy, with coronary angioplasty when performed; each additional branch of a major coronary artery (List separately in addition to code for primary procedure) | [Therapeutic or Preventive Procedure]	1	1	0	0	2	1		0.5	Percutaneous coronary intervention
Percutaneous_coronary_intervent	92921	CPT4	Percutaneous transluminal coronary angioplasty; each additional branch of a major coronary artery (List separately in addition to code for primary procedure) | [Therapeutic or Preventive Procedure]	1	1	0	0	2	1		0.5	Percutaneous coronary intervention
Percutaneous_coronary_intervent	92920	CPT4	Percutaneous transluminal coronary angioplasty; single major coronary artery or branch | [Therapeutic or Preventive Procedure]	1	1	0	0	2	1		0.5	Percutaneous coronary intervention
Percutaneous_coronary_intervent	37247	CPT4	Transluminal balloon angioplasty (except lower extremity artery(ies) for occlusive disease, intracranial, coronary, pulmonary, or dialysis circuit), open or percutaneous, including all imaging and radiological supervision and interpretation necessary t... | [Therapeutic or Preventive Procedure]	0	0	0	0	0	1		0	Percutaneous coronary intervention
Percutaneous_coronary_intervent	37246	CPT4	Transluminal balloon angioplasty (except lower extremity artery(ies) for occlusive disease, intracranial, coronary, pulmonary, or dialysis circuit), open or percutaneous, including all imaging and radiological supervision and interpretation necessary t... | [Therapeutic or Preventive Procedure]	0	0	0	0	0	1		0	Percutaneous coronary intervention
Percutaneous_coronary_intervent	1029697	CPT4	Transluminal balloon angioplasty (except lower extremity artery(ies) for occlusive disease, intracranial, coronary, pulmonary, or dialysis circuit), open or percutaneous, including all imaging and radiological supervision and interpretation necessary t... | [Therapeutic or Preventive Procedure]	0	0	0	0	0	1		0	Percutaneous coronary intervention
Percutaneous_coronary_intervent	1021168	CPT4	Percutaneous transluminal revascularization of chronic total occlusion, coronary artery, coronary artery branch, or coronary artery bypass graft, any combination of intracoronary stent, atherectomy and angioplasty | [Therapeutic or Preventive Procedure]	1	1	0	0	2	1		0.5	Percutaneous coronary intervention
Percutaneous_coronary_intervent	1021167	CPT4	Percutaneous transluminal revascularization of or through coronary artery bypass graft (internal mammary, free arterial, venous), any combination of intracoronary stent, atherectomy and angioplasty, including distal protection when performed | [Therapeutic or Preventive Procedure]	1	1	0	0	2	1		0.5	Percutaneous coronary intervention
Percutaneous_coronary_intervent	1021166	CPT4	Percutaneous transluminal coronary atherectomy, with intracoronary stent, with coronary angioplasty when performed | [Therapeutic or Preventive Procedure]	1	1	0	0	2	1		0.5	Percutaneous coronary intervention
Percutaneous_coronary_intervent	1021165	CPT4	Percutaneous transcatheter placement of intracoronary stent(s), with coronary angioplasty when performed | [Therapeutic or Preventive Procedure]	1	1	0	0	2	1		0.5	Percutaneous coronary intervention
Percutaneous_coronary_intervent	1021164	CPT4	Percutaneous transluminal coronary atherectomy, with coronary angioplasty when performed | [Therapeutic or Preventive Procedure]	1	1	0	0	2	1		0.5	Percutaneous coronary intervention
Percutaneous_coronary_intervent	1021163	CPT4	Percutaneous transluminal coronary angioplasty | [Therapeutic or Preventive Procedure]	1	1	0	0	2	1		0.5	Percutaneous coronary intervention
Percutaneous_coronary_intervent	0715T	CPT4	Percutaneous transluminal coronary lithotripsy (List separately in addition to code for primary procedure) | [Therapeutic or Preventive Procedure]	1	1	0	0	2	1		0.5	Percutaneous coronary intervention
Percutaneous_coronary_intervent	0659T	CPT4	Transcatheter intracoronary infusion of supersaturated oxygen in conjunction with percutaneous coronary revascularization during acute myocardial infarction, including catheter placement, imaging guidance (eg, fluoroscopy), angiography, and radiologic... | [Therapeutic or Preventive Procedure]	1	1	0	0	2	1		0.5	Percutaneous coronary intervention
Thrombolysis_coronary	K502	OPCS4	Percutaneous transluminal coronary thrombolysis using streptokinase	1	1	1	1	4	1		1	Thrombolysis (coronary)
Thrombolysis_coronary	92977	CPT4	Removal of heart artery blood clot by dissolving	1	1	1	0	3	1		0.75	Thrombolysis (coronary)
Thrombolysis_coronary	92975	CPT4	Removal of heart artery blood clot by dissolving using imaging guidance	1	1	1	0	3	1		0.75	Thrombolysis (coronary)
Thrombolysis_coronary	1012986	CPT4	Thrombolysis, coronary | [Therapeutic or Preventive Procedure]	1	1	1	0	3	1		0.75	Thrombolysis (coronary)
Congenital_heart_disease	V1365	ICD9	Personal history of (corrected) congenital malformations of heart and circulatory system	0	0	1	0	1	1		0.25	Congenital heart disease
Congenital_heart_disease	7469	ICD9	Unspecified congenital anomaly of heart	0	0	1	0	1	1		0.25	Congenital heart disease
Congenital_heart_procedure	K041	OPCS4	Repair of tetralogy of Fallot using valved right ventricular outflow conduit	0	0	1	0	1	1		0.25	Congenital heart disease procedure
Congenital_heart_procedure	K042	OPCS4	Repair of tetralogy of Fallot using right ventricular outflow conduit NEC	0	0	1	0	1	1		0.25	Congenital heart disease procedure
Congenital_heart_procedure	K043	OPCS4	Repair of tetralogy of Fallot using transannular patch	0	0	1	0	1	1		0.25	Congenital heart disease procedure
