concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes.terminology	attributes.code_type	attributes.Category	attributes.Phenotype	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209692	G364.	Ruptur chordae tendinae/curr comp fol acute myocard infarct                                                                                                                                                                                                    			Complications of MI (7)                           	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209663	G307.	Acute subendocardial infarction                                                                                                                                                                                                                                			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209656	G3011	Acute anteroseptal infarction                                                                                                                                                                                                                                  			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209642	14A3.	H/O: myocardial infarct <60                                                                                                                                                                                                                                    			History of MI (1)                                 	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209670	G30X.	Acute transmural myocardial infarction of unspecif site                                                                                                                                                                                                        			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209660	G304.	Posterior myocardial infarction NOS                                                                                                                                                                                                                            			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209653	G300.	Acute anterolateral infarction                                                                                                                                                                                                                                 			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209679	G31y1	Microinfarction of heart                                                                                                                                                                                                                                       			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209643	14A4.	H/O: myocardial infarct >60                                                                                                                                                                                                                                    			History of MI (1)                                 	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209649	3236	ECG: lateral infarction                                                                                                                                                                                                                                        			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209664	G3070	Acute non-Q wave infarction                                                                                                                                                                                                                                    			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209650	323Z.	ECG: myocardial infarct NOS                                                                                                                                                                                                                                    			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209672	G30y.	Other acute myocardial infarction                                                                                                                                                                                                                              			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209651	889A.	Diab mellit insulin-glucose infus acute myocardial infarct                                                                                                                                                                                                     			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209698	G384.	Postoperative subendocardial myocardial infarction                                                                                                                                                                                                             			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209655	G3010	Acute anteroapical infarction                                                                                                                                                                                                                                  			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209689	G361.	Atrial septal defect/curr comp folow acut myocardal infarct                                                                                                                                                                                                    			Complications of MI (7)                           	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209680	G32..	Old myocardial infarction                                                                                                                                                                                                                                      			History of MI (1)                                 	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209693	G365.	Rupture papillary muscle/curr comp fol acute myocard infarct                                                                                                                                                                                                   			Complications of MI (7)                           	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209648	3235	ECG: subendocardial infarct                                                                                                                                                                                                                                    			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209659	G303.	Acute inferoposterior infarction                                                                                                                                                                                                                               			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209674	G30y1	Acute papillary muscle infarction                                                                                                                                                                                                                              			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209699	G38z.	Postoperative myocardial infarction, unspecified                                                                                                                                                                                                               			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209677	G30z.	Acute myocardial infarction NOS                                                                                                                                                                                                                                			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209645	323..	ECG: myocardial infarction                                                                                                                                                                                                                                     			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209662	G306.	True posterior myocardial infarction                                                                                                                                                                                                                           			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209694	G366.	Thrombosis atrium,auric append&vent/curr comp foll acute MI                                                                                                                                                                                                    			Complications of MI (7)                           	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209658	G302.	Acute inferolateral infarction                                                                                                                                                                                                                                 			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209685	G353.	Subsequent myocardial infarction of other sites                                                                                                                                                                                                                			Subsequent MI (6)                                 	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209652	G30..	Acute myocardial infarction                                                                                                                                                                                                                                    			Possible MI or uncertain date (2)                 	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209644	14AH.	H/O: Myocardial infarction in last year                                                                                                                                                                                                                        			History of MI (1)                                 	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209695	G38..	Postoperative myocardial infarction                                                                                                                                                                                                                            			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209700	G501.	Post infarction pericarditis                                                                                                                                                                                                                                   			Complications of MI (7)                           	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209647	3234	ECG:posterior/inferior infarct                                                                                                                                                                                                                                 			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209683	G350.	Subsequent myocardial infarction of anterior wall                                                                                                                                                                                                              			Subsequent MI (6)                                 	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209678	G310.	Dressler's syndrome                                                                                                                                                                                                                                            			Complications of MI (7)                           	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209666	G308.	Inferior myocardial infarction NOS                                                                                                                                                                                                                             			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209688	G360.	Haemopericardium/current comp folow acut myocard infarct                                                                                                                                                                                                       			Complications of MI (7)                           	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209667	G309.	Acute Q-wave infarct                                                                                                                                                                                                                                           			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209646	3233	ECG: antero-septal infarct.                                                                                                                                                                                                                                    			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209681	G33z5	Post infarct angina                                                                                                                                                                                                                                            			History of MI (1)                                 	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209676	G30yz	Other acute myocardial infarction NOS                                                                                                                                                                                                                          			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209669	G30B.	Acute posterolateral myocardial infarction                                                                                                                                                                                                                     			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209657	G301z	Anterior myocardial infarction NOS                                                                                                                                                                                                                             			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209661	G305.	Lateral myocardial infarction NOS                                                                                                                                                                                                                              			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209665	G3071	Acute non-ST segment elevation myocardial infarction                                                                                                                                                                                                           			NSTEMI (4)                                        	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209690	G362.	Ventric septal defect/curr comp fol acut myocardal infarctn                                                                                                                                                                                                    			Complications of MI (7)                           	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209671	G30X0	Acute ST segment elevation myocardial infarction                                                                                                                                                                                                               			STEMI (3)                                         	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209686	G35X.	Subsequent myocardial infarction of unspecified site                                                                                                                                                                                                           			Subsequent MI (6)                                 	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209697	G381.	Postoperative transmural myocardial infarction inferior wall                                                                                                                                                                                                   			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209668	G30A.	Mural thrombosis                                                                                                                                                                                                                                               			Possible MI or uncertain date (2)                 	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209687	G36..	Certain current complication follow acute myocardial infarct                                                                                                                                                                                                   			Complications of MI (7)                           	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209682	G35..	Subsequent myocardial infarction                                                                                                                                                                                                                               			Subsequent MI (6)                                 	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209684	G351.	Subsequent myocardial infarction of inferior wall                                                                                                                                                                                                              			Subsequent MI (6)                                 	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209673	G30y0	Acute atrial infarction                                                                                                                                                                                                                                        			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209675	G30y2	Acute septal infarction                                                                                                                                                                                                                                        			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209701	Gyu34	[X]Acute transmural myocardial infarction of unspecif site                                                                                                                                                                                                     			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209696	G380.	Postoperative transmural myocardial infarction anterior wall                                                                                                                                                                                                   			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
2742	7263	2022-05-17T21:16:25.826311Z	3259	4320	1	3259	4264	209654	G301.	Other specified anterior myocardial infarction                                                                                                                                                                                                                 			Acute MI not further specified (5)                	AMI	7263	CCU002_01 Acute myocardial infarction - Phenotypes - Wales primary care EHR: AMI diagnosis	5	Read codes v2	Read codes v2	PH949	2127	CCU002_01 Acute myocardial infarction
