Concept	Code	Source	Description
Coronary artery bypass grafting	1209119005	SNOMED	Sequential anastomosis of free right internal thoracic artery from left internal thoracic artery to intermediate artery and third obtuse marginal branch of circumflex branch of left coronary artery (procedure)
Coronary artery bypass grafting	1155687002	SNOMED	Coronary artery bypass grafting using free right internal thoracic artery graft from left internal thoracic artery to obtuse marginal branch of circumflex branch of left coronary artery (procedure)
Coronary artery bypass grafting	1209117007	SNOMED	Sequential anastomosis of free right internal thoracic artery from left internal thoracic artery to first and second obtuse marginal branches of circumflex branch of left coronary artery (procedure)
Coronary artery bypass grafting	1209115004	SNOMED	Sequential anastomosis of free right internal thoracic artery from left internal thoracic artery to first and third obtuse marginal branches of circumflex branch of left coronary artery (procedure)
Coronary artery bypass grafting	1209120004	SNOMED	Sequential anastomosis of free right internal thoracic artery from left internal thoracic artery to first obtuse marginal branch of circumflex branch of left coronary artery and posterior descending coronary artery (procedure)
Coronary artery bypass grafting	1209204000	SNOMED	Sequential anastomosis of free right internal thoracic artery from left internal thoracic artery to second and third obtuse marginal branch of circumflex branch of left coronary artery (procedure)
Coronary artery bypass grafting	1209203006	SNOMED	Sequential anastomosis of free right internal thoracic artery from left internal thoracic artery to second obtuse marginal branch and left posterior lateral branch of circumflex branch of left coronary artery (procedure)
Coronary artery bypass grafting	1209205004	SNOMED	Sequential anastomosis of free right internal thoracic artery from left internal thoracic artery to second obtuse marginal branch of circumflex branch of left coronary artery and posterior descending coronary artery (procedure)
Coronary artery bypass grafting	1209180002	SNOMED	Sequential anastomosis of free right internal thoracic artery from left internal thoracic artery to third obtuse marginal branch and left posterior lateral branch of circumflex branch of left coronary artery (procedure)
Coronary artery bypass grafting	1209174005	SNOMED	Sequential anastomosis of free right internal thoracic artery from left internal thoracic artery to third obtuse marginal branch of circumflex branch of left coronary artery and posterior descending coronary artery (procedure)
Coronary artery bypass grafting	871498004	SNOMED	Sequential anastomosis of free right internal thoracic artery to coronary artery (procedure)
Coronary artery bypass grafting	1209172009	SNOMED	Sequential anastomosis of free right internal thoracic artery from left internal thoracic artery to left posterior lateral branch of circumflex branch of left coronary artery and posterior descending coronary artery (procedure)
Coronary artery bypass grafting	868228000	SNOMED	Coronary artery bypass grafting using gastroepiploic artery graft (procedure)
Coronary artery bypass grafting	868227005	SNOMED	Coronary artery bypass grafting using radial artery graft (procedure)
Coronary artery bypass grafting	232724005	SNOMED	Coronary artery bypass grafts greater than 5 (procedure)
Coronary artery bypass grafting	232720001	SNOMED	Coronary artery bypass grafts x 2 (procedure)
Coronary artery bypass grafting	736965009	SNOMED	Bypass of two coronary arteries with prosthesis (procedure)
Coronary artery bypass grafting	74371005	SNOMED	Coronary artery bypass with autogenous graft, two grafts (procedure)
Coronary artery bypass grafting	265481001	SNOMED	Double anastomosis of mammary arteries to coronary arteries (procedure)
Coronary artery bypass grafting	175047001	SNOMED	Double implantation of mammary arteries into coronary arteries (procedure)
Coronary artery bypass grafting	232721002	SNOMED	Coronary artery bypass grafts x 3 (procedure)
Coronary artery bypass grafting	736964008	SNOMED	Bypass of three coronary arteries with prosthesis (procedure)
Coronary artery bypass grafting	10326007	SNOMED	Coronary artery bypass with autogenous graft, three grafts (procedure)
Coronary artery bypass grafting	232722009	SNOMED	Coronary artery bypass grafts x 4 (procedure)
Coronary artery bypass grafting	39202005	SNOMED	Coronary artery bypass with autogenous graft, four grafts (procedure)
Coronary artery bypass grafting	232723004	SNOMED	Coronary artery bypass grafts x 5 (procedure)
Coronary artery bypass grafting	82247006	SNOMED	Coronary artery bypass with autogenous graft, five grafts (procedure)
Coronary artery bypass grafting	414088005	SNOMED	Emergency coronary artery bypass graft (procedure)
Coronary artery bypass grafting	726011000	SNOMED	Placement of stent in coronary artery bypass graft (procedure)
Coronary artery bypass grafting	175029007	SNOMED	Prosthetic bypass of coronary artery (procedure)
Coronary artery bypass grafting	736962007	SNOMED	Bypass of four or more coronary arteries with prosthesis (procedure)
Coronary artery bypass grafting	1287561002	SNOMED	Coronary artery bypass using robotic assistance (procedure)
Coronary artery bypass grafting	822501000000101	SNOMED	Endoscopic robot assisted coronary artery bypass (procedure)
Coronary artery bypass grafting	277192005	SNOMED	Coronary artery graft placement (procedure)
Coronary artery bypass grafting	419132001	SNOMED	Minimally invasive direct coronary artery bypass (procedure)
Coronary artery bypass grafting	418824004	SNOMED	Off-pump coronary artery bypass (procedure)
Coronary artery bypass grafting	175036008	SNOMED	Revision of bypass for coronary artery (procedure)
Coronary artery bypass grafting	175040004	SNOMED	Revision of bypass for four or more coronary arteries (procedure)
Coronary artery bypass grafting	175037004	SNOMED	Revision of bypass for one coronary artery (procedure)
Coronary artery bypass grafting	175039001	SNOMED	Revision of bypass for three coronary arteries (procedure)
Coronary artery bypass grafting	175038009	SNOMED	Revision of bypass for two coronary arteries (procedure)
Coronary artery bypass grafting	175044008	SNOMED	Revision of bypass for coronary artery NOS (procedure)
Coronary artery bypass grafting	540201000000103	SNOMED	Revision of bypass for coronary artery NOS (procedure)
Coronary artery bypass grafting	175041000	SNOMED	Revision of connection of thoracic artery to coronary artery (procedure)
Coronary artery bypass grafting	149171006	SNOMED	Saphenous vein graft bypass of coronary artery (procedure)
Coronary artery bypass grafting	175013004	SNOMED	Saphenous vein graft replacement coronary artery NOS (procedure)
Coronary artery bypass grafting	594421000000105	SNOMED	Saphenous vein graft replacement coronary artery NOS (procedure)
Coronary artery bypass grafting	175011002	SNOMED	Saphenous vein graft replacement of four or more coronary arteries (procedure)
Coronary artery bypass grafting	175007008	SNOMED	Saphenous vein graft replacement of one coronary artery (procedure)
Coronary artery bypass grafting	175009006	SNOMED	Saphenous vein graft replacement of three coronary arteries (procedure)
Coronary artery bypass grafting	175008003	SNOMED	Saphenous vein graft replacement of two coronary arteries (procedure)
Coronary artery bypass grafting	270480004	SNOMED	Single anastomosis of mammary artery to coronary artery NEC (procedure)
Coronary artery bypass grafting	691621000000102	SNOMED	Single anastomosis of mammary artery to coronary artery NEC (procedure)
Coronary artery bypass grafting	175056009	SNOMED	Single anastomosis of thoracic artery to coronary artery NEC (procedure)
Coronary artery bypass grafting	563331000000101	SNOMED	Single anastomosis of thoracic artery to coronary artery NEC (procedure)
Coronary artery bypass grafting	175057000	SNOMED	Single implantation of thoracic artery into coronary artery NEC (procedure)
Coronary artery bypass grafting	591171000000103	SNOMED	Single implantation of thoracic artery into coronary artery NEC (procedure)
Coronary artery bypass grafting	175049003	SNOMED	Single mammary to coronary artery anastomosis: [NEC] or [LIMA] or [RIMA] (procedure)
Coronary artery bypass grafting	K40	OPCS4	Saphenous vein graft replacement of coronary artery
Coronary artery bypass grafting	K401	OPCS4	Saphenous vein graft replacement of one coronary artery
Coronary artery bypass grafting	K402	OPCS4	Saphenous vein graft replacement of two coronary arteries
Coronary artery bypass grafting	K403	OPCS4	Saphenous vein graft replacement of three coronary arteries
Coronary artery bypass grafting	K404	OPCS4	Saphenous vein graft replacement of four or more coronary arteries
Coronary artery bypass grafting	K408	OPCS4	Other specified saphenous vein graft replacement of coronary artery
Coronary artery bypass grafting	K409	OPCS4	Unspecified saphenous vein graft replacement of coronary artery
Coronary artery bypass grafting	K41	OPCS4	Other autograft replacement of coronary artery
Coronary artery bypass grafting	K411	OPCS4	Autograft replacement of one coronary artery NEC
Coronary artery bypass grafting	K412	OPCS4	Autograft replacement of two coronary arteries NEC
Coronary artery bypass grafting	K413	OPCS4	Autograft replacement of three coronary arteries NEC
Coronary artery bypass grafting	K414	OPCS4	Autograft replacement of four or more coronary arteries NEC
Coronary artery bypass grafting	K418	OPCS4	Other specified other autograft replacement of coronary artery
Coronary artery bypass grafting	K419	OPCS4	Unspecified other autograft replacement of coronary artery
Coronary artery bypass grafting	K42	OPCS4	Allograft replacement of coronary artery
Coronary artery bypass grafting	K421	OPCS4	Allograft replacement of one coronary artery
Coronary artery bypass grafting	K422	OPCS4	Allograft replacement of two coronary arteries
Coronary artery bypass grafting	K423	OPCS4	Allograft replacement of three coronary arteries
Coronary artery bypass grafting	K424	OPCS4	Allograft replacement of four or more coronary arteries
Coronary artery bypass grafting	K428	OPCS4	Other specified allograft replacement of coronary artery
Coronary artery bypass grafting	K429	OPCS4	Unspecified allograft replacement of coronary artery
Coronary artery bypass grafting	K43	OPCS4	Prosthetic replacement of coronary artery
Coronary artery bypass grafting	K431	OPCS4	Prosthetic replacement of one coronary artery
Coronary artery bypass grafting	K432	OPCS4	Prosthetic replacement of two coronary arteries
Coronary artery bypass grafting	K433	OPCS4	Prosthetic replacement of three coronary arteries
Coronary artery bypass grafting	K434	OPCS4	Prosthetic replacement of four or more coronary arteries
Coronary artery bypass grafting	K438	OPCS4	Other specified prosthetic replacement of coronary artery
Coronary artery bypass grafting	K439	OPCS4	Unspecified prosthetic replacement of coronary artery
Coronary artery bypass grafting	K44	OPCS4	Other replacement of coronary artery
Coronary artery bypass grafting	K441	OPCS4	Replacement of coronary arteries using multiple methods
Coronary artery bypass grafting	K442	OPCS4	Revision of replacement of coronary artery
Coronary artery bypass grafting	K448	OPCS4	Other specified other replacement of coronary artery
Coronary artery bypass grafting	K449	OPCS4	Unspecified other replacement of coronary artery
Coronary artery bypass grafting	K45	OPCS4	Connection of thoracic artery to coronary artery
Coronary artery bypass grafting	K451	OPCS4	Double anastomosis of mammary arteries to coronary arteries
Coronary artery bypass grafting	K452	OPCS4	Double anastomosis of thoracic arteries to coronary arteries NEC
Coronary artery bypass grafting	K453	OPCS4	Anastomosis of mammary artery to left anterior descending coronary artery
Coronary artery bypass grafting	K454	OPCS4	Anastomosis of mammary artery to coronary artery NEC
Coronary artery bypass grafting	K455	OPCS4	Anastomosis of thoracic artery to coronary artery NEC
Coronary artery bypass grafting	K456	OPCS4	Revision of connection of thoracic artery to coronary artery
Coronary artery bypass grafting	K458	OPCS4	Other specified connection of thoracic artery to coronary artery
Coronary artery bypass grafting	K459	OPCS4	Unspecified connection of thoracic artery to coronary artery
Coronary artery bypass grafting	K46	OPCS4	Other bypass of coronary artery
Coronary artery bypass grafting	K461	OPCS4	Double implantation of mammary arteries into heart
Coronary artery bypass grafting	K462	OPCS4	Double implantation of thoracic arteries into heart NEC
Coronary artery bypass grafting	K463	OPCS4	Implantation of mammary artery into heart NEC
Coronary artery bypass grafting	K464	OPCS4	Implantation of thoracic artery into heart NEC
Coronary artery bypass grafting	K465	OPCS4	Revision of implantation of thoracic artery into heart
Coronary artery bypass grafting	K468	OPCS4	Other specified other bypass of coronary artery
Coronary artery bypass grafting	K469	OPCS4	Unspecified other bypass of coronary artery
Coronary artery bypass grafting	33510	CPT4	Coronary artery bypass, vein only; single coronary venous graft
Coronary artery bypass grafting	33511	CPT4	Coronary artery bypass, vein only; 2 coronary venous grafts
Coronary artery bypass grafting	33512	CPT4	Coronary artery bypass, vein only; 3 coronary venous grafts
Coronary artery bypass grafting	33513	CPT4	Coronary artery bypass, vein only; 4 coronary venous grafts
Coronary artery bypass grafting	33514	CPT4	Coronary artery bypass, vein only; 5 coronary venous grafts
Coronary artery bypass grafting	33516	CPT4	Coronary artery bypass, vein only; 6 or more coronary venous grafts
Coronary artery bypass grafting	35600	CPT4	Harvest of upper extremity artery, 1 segment, for coronary artery bypass procedure, open
Coronary artery bypass grafting	33533	CPT4	Coronary artery bypass, using arterial graft(s); single arterial graft
Coronary artery bypass grafting	33534	CPT4	Coronary artery bypass, using arterial graft(s); 2 coronary arterial grafts
Coronary artery bypass grafting	33535	CPT4	Coronary artery bypass, using arterial graft(s); 3 coronary arterial grafts
Coronary artery bypass grafting	33536	CPT4	Coronary artery bypass, using arterial graft(s);  4 or more coronary arterial grafts
Coronary artery bypass grafting	1006199	CPT4	Venous Grafting Only for Coronary Artery Bypass | [Therapeutic or Preventive Procedure]
Coronary artery bypass grafting	1006200	CPT4	Coronary artery bypass, vein only | [Therapeutic or Preventive Procedure]
Coronary artery bypass grafting	1006208	CPT4	Coronary artery bypass, using venous graft(s) and arterial graft(s) | [Therapeutic or Preventive Procedure]
Coronary artery bypass grafting	1006216	CPT4	Arterial Grafting for Coronary Artery Bypass | [Therapeutic or Preventive Procedure]
Coronary artery bypass grafting	1006217	CPT4	Coronary artery bypass, using arterial graft(s) | [Therapeutic or Preventive Procedure]
Coronary artery bypass grafting	4110F	CPT4	Internal mammary artery graft performed for primary, isolated coronary artery bypass graft procedure (CABG) | [Therapeutic or Preventive Procedure]
Coronary artery bypass grafting	33523	CPT4	Coronary artery bypass using vein or artery graft, 6 or more grafts
Coronary artery bypass grafting	33522	CPT4	Coronary artery bypass using vein or artery graft, 5 grafts
Coronary artery bypass grafting	33521	CPT4	Coronary artery bypass using vein or artery graft, 4 grafts
Coronary artery bypass grafting	33519	CPT4	Coronary artery bypass using vein or artery graft, 3 grafts
Coronary artery bypass grafting	33518	CPT4	Coronary artery bypass using vein or artery graft, 2 grafts
Coronary artery bypass grafting	33517	CPT4	Coronary artery bypass using vein or artery graft, 1 graft
Coronary artery bypass grafting	3617	ICD9_procedures	Abdominal-coronary artery bypass
Coronary artery bypass grafting	3616	ICD9_procedures	Double internal mammary-coronary artery bypass
Coronary artery bypass grafting	3615	ICD9_procedures	Single internal mammary-coronary artery bypass
Coronary artery bypass grafting	3614	ICD9_procedures	(Aorto)coronary bypass of four or more coronary arteries
Coronary artery bypass grafting	3613	ICD9_procedures	(Aorto)coronary bypass of three coronary arteries
Coronary artery bypass grafting	3612	ICD9_procedures	(Aorto)coronary bypass of two coronary arteries
Coronary artery bypass grafting	3611	ICD9_procedures	(Aorto)coronary bypass of one coronary artery
Coronary artery bypass grafting	3610	ICD9_procedures	Aortocoronary bypass for heart revascularization, not otherwise specified
Percutaneous coronary intervention	29843007	SNOMED	Coronary atherectomy by laser (procedure)
Percutaneous coronary intervention	881331000000102	SNOMED	Emergency percutaneous coronary intervention (procedure)
Percutaneous coronary intervention	312651000000106	SNOMED	Fluoroscopic percutaneous transluminal angioplasty of coronary artery (procedure)
Percutaneous coronary intervention	233681000000105	SNOMED	Other specified percutaneous transluminal balloon angioplasty and stenting of coronary artery (procedure)
Percutaneous coronary intervention	175068000	SNOMED	Other specified transluminal balloon angioplasty of coronary artery (procedure)
Percutaneous coronary intervention	569971000000103	SNOMED	Other specified transluminal balloon angioplasty of coronary artery (procedure)
Percutaneous coronary intervention	175070009	SNOMED	Other therapeutic transluminal operations on coronary artery (procedure)
Percutaneous coronary intervention	586371000000106	SNOMED	Other therapeutic transluminal operations on coronary artery (procedure)
Percutaneous coronary intervention	149255001	SNOMED	Percutaneous balloon angioplasty of coronary artery (procedure)
Percutaneous coronary intervention	233671000000108	SNOMED	Percutaneous coronary balloon angioplasty and 3 or more stents into coronary artery NEC (procedure)
Percutaneous coronary intervention	415070008	SNOMED	Percutaneous coronary intervention (procedure)
Percutaneous coronary intervention	414089002	SNOMED	Emergency percutaneous coronary intervention (procedure)
Percutaneous coronary intervention	868245005	SNOMED	Percutaneous coronary intervention of left coronary artery (procedure)
Percutaneous coronary intervention	868246006	SNOMED	Percutaneous coronary intervention of anterior descending branch of left coronary artery (procedure)
Percutaneous coronary intervention	868247002	SNOMED	Percutaneous coronary intervention of circumflex branch of left coronary artery (procedure)
Percutaneous coronary intervention	1217277007	SNOMED	Percutaneous coronary intervention of ramus intermedius branch of left main coronary artery (procedure)
Percutaneous coronary intervention	1258931005	SNOMED	Percutaneous coronary intervention on distal segment of left main coronary artery (procedure)
Percutaneous coronary intervention	1258930006	SNOMED	Percutaneous coronary intervention on mid-segment of left main coronary artery (procedure)
Percutaneous coronary intervention	1217309008	SNOMED	Percutaneous coronary intervention on ostium of left main coronary artery (procedure)
Percutaneous coronary intervention	1222674001	SNOMED	Percutaneous transluminal balloon angioplasty of left main coronary artery (procedure)
Percutaneous coronary intervention	1222673007	SNOMED	Percutaneous transluminal insertion of drug eluting stent into left main coronary artery using fluoroscopic guidance with contrast (procedure)
Percutaneous coronary intervention	868248007	SNOMED	Percutaneous coronary intervention of right coronary artery (procedure)
Percutaneous coronary intervention	609153008	SNOMED	Percutaneous insertion of drug eluting stent into coronary artery using fluoroscopic guidance with contrast (procedure)
Percutaneous coronary intervention	609154002	SNOMED	Percutaneous transluminal insertion of metal stent into coronary artery using fluoroscopic guidance with contrast (procedure)
Percutaneous coronary intervention	1222571004	SNOMED	Percutaneous transluminal insertion of bare metal stent into coronary artery using fluoroscopic guidance with contrast (procedure)
Percutaneous coronary intervention	914231000000100	SNOMED	Primary percutaneous coronary intervention using fluoroscopic guidance (procedure)
Percutaneous coronary intervention	841981000000109	SNOMED	Percutaneous coronary intervention (procedure)
Percutaneous coronary intervention	232727003	SNOMED	Percutaneous directional coronary atherectomy (procedure)
Percutaneous coronary intervention	232726007	SNOMED	Percutaneous endarterectomy of coronary artery (procedure)
Percutaneous coronary intervention	232729000	SNOMED	Percutaneous high speed rotational coronary atherectomy (procedure)
Percutaneous coronary intervention	232728008	SNOMED	Percutaneous low speed rotational coronary atherectomy (procedure)
Percutaneous coronary intervention	232731009	SNOMED	Percutaneous thrombolysis of coronary artery (procedure)
Percutaneous coronary intervention	80762004	SNOMED	Infusion of intra-arterial thrombolytic agent with percutaneous transluminal coronary angioplasty, multiple vessels (procedure)
Percutaneous coronary intervention	91338001	SNOMED	Infusion of intra-arterial thrombolytic agent with percutaneous transluminal coronary angioplasty, single vessel (procedure)
Percutaneous coronary intervention	175071008	SNOMED	Percutaneous transluminal coronary thrombolysis using streptokinase (procedure)
Percutaneous coronary intervention	429809004	SNOMED	Percutaneous transluminal angioplasty of coronary artery using fluoroscopic guidance with contrast (procedure)
Percutaneous coronary intervention	752211000000103	SNOMED	Percutaneous transluminal atherectomy of coronary artery by rotary cutter using fluoroscopic guidance (procedure)
Percutaneous coronary intervention	698740005	SNOMED	Percutaneous transluminal atherectomy of coronary artery by rotary cutter using fluoroscopic guidance with contrast (procedure)
Percutaneous coronary intervention	237281000000104	SNOMED	Percutaneous transluminal balloon angioplasty and insertion of 1-2 drug eluting stents into coronary artery (procedure)
Percutaneous coronary intervention	233661000000101	SNOMED	Percutaneous transluminal balloon angioplasty and insertion of 1-2 stents into coronary artery (procedure)
Percutaneous coronary intervention	233651000000104	SNOMED	Percutaneous transluminal balloon angioplasty and insertion of 3 or more drug eluting stents into coronary artery (procedure)
Percutaneous coronary intervention	223631000000109	SNOMED	Percutaneous transluminal balloon angioplasty and stenting of coronary artery (procedure)
Percutaneous coronary intervention	237291000000102	SNOMED	Percutaneous transluminal balloon angioplasty and stenting of coronary artery NOS (procedure)
Percutaneous coronary intervention	429639007	SNOMED	Percutaneous transluminal balloon angioplasty with insertion of stent into coronary artery (procedure)
Percutaneous coronary intervention	936451000000108	SNOMED	Percutaneous transluminal balloon angioplasty and insertion of drug eluting stent into coronary artery (procedure)
Percutaneous coronary intervention	11101003	SNOMED	Percutaneous transluminal coronary angioplasty (procedure)
Percutaneous coronary intervention	75761004	SNOMED	Infusion of intra-arterial thrombolytic agent with percutaneous transluminal coronary angioplasty (procedure)
Percutaneous coronary intervention	763725002	SNOMED	Percutaneous transluminal angioplasty of coronary artery using drug eluting balloon catheter (procedure)
Percutaneous coronary intervention	175066001	SNOMED	Percutaneous transluminal balloon angioplasty of bypass graft of coronary artery (procedure)
Percutaneous coronary intervention	397193006	SNOMED	Percutaneous transluminal coronary angioplasty by rotoablation (procedure)
Percutaneous coronary intervention	397431004	SNOMED	Percutaneous transluminal coronary angioplasty with rotoablation, single vessel (procedure)
Percutaneous coronary intervention	85053006	SNOMED	Percutaneous transluminal coronary angioplasty, multiple vessels (procedure)
Percutaneous coronary intervention	1086811000000100	SNOMED	Percutaneous transluminal coronary angioplasty using drug eluting balloon catheter (procedure)
Percutaneous coronary intervention	707828002	SNOMED	Percutaneous transluminal cutting balloon angioplasty of coronary artery (procedure)
Percutaneous coronary intervention	232971000000107	SNOMED	Percutaneous transluminal cutting balloon angioplasty of coronary artery (procedure)
Percutaneous coronary intervention	448652001	SNOMED	Percutaneous transluminal injection of therapeutic substance into coronary artery (procedure)
Percutaneous coronary intervention	770221000000107	SNOMED	Percutaneous transluminal injection of therapeutic substance into coronary artery (procedure)
Percutaneous coronary intervention	175072001	SNOMED	Percutaneous transluminal injection of therapeutic substance into coronary artery NEC (procedure)
Percutaneous coronary intervention	586381000000108	SNOMED	Percutaneous transluminal injection of therapeutic substance into coronary artery NEC (procedure)
Percutaneous coronary intervention	68466008	SNOMED	Removal of coronary artery obstruction by percutaneous transluminal balloon, single vessel (procedure)
Percutaneous coronary intervention	24080003	SNOMED	Single vessel percutaneous transluminal coronary angioplasty with thrombolytic agent infusion (procedure)
Percutaneous coronary intervention	175069008	SNOMED	Transluminal balloon angioplasty of coronary artery NOS (procedure)
Percutaneous coronary intervention	586361000000104	SNOMED	Transluminal balloon angioplasty of coronary artery NOS (procedure)
Percutaneous coronary intervention	785071000000101	SNOMED	Percutaneous transluminal insertion of metallic stent into coronary artery using fluoroscopic guidance (procedure)
Percutaneous coronary intervention	609152003	SNOMED	Percutaneous insertion of stent into aneurysm of coronary artery using fluoroscopic guidance with contrast (procedure)
Percutaneous coronary intervention	750781000000101	SNOMED	Percutaneous insertion of stent into aneurysm of coronary artery using fluoroscopic guidance (procedure)
Percutaneous coronary intervention	752481000000106	SNOMED	Percutaneous insertion of drug eluting stent into coronary artery using fluoroscopic guidance (procedure)
Percutaneous coronary intervention	1064701000000106	SNOMED	Percutaneous insertion of bioresorbable stent into coronary artery using fluoroscopic guidance (procedure)
Percutaneous coronary intervention	737085003	SNOMED	Percutaneous insertion of bioresorbable stent into coronary artery using fluoroscopic guidance (procedure)
Percutaneous coronary intervention	K49	OPCS4	Transluminal balloon angioplasty of coronary artery
Percutaneous coronary intervention	K491	OPCS4	Percutaneous transluminal balloon angioplasty of one coronary artery
Percutaneous coronary intervention	K492	OPCS4	Percutaneous transluminal balloon angioplasty of multiple coronary arteries
Percutaneous coronary intervention	K493	OPCS4	Percutaneous transluminal balloon angioplasty of bypass graft of coronary artery
Percutaneous coronary intervention	K494	OPCS4	Percutaneous transluminal cutting balloon angioplasty of coronary artery
Percutaneous coronary intervention	K498	OPCS4	Other specified transluminal balloon angioplasty of coronary artery
Percutaneous coronary intervention	K499	OPCS4	Unspecified transluminal balloon angioplasty of coronary artery
Percutaneous coronary intervention	K50	OPCS4	Other therapeutic transluminal operations on coronary artery
Percutaneous coronary intervention	K501	OPCS4	Percutaneous transluminal laser coronary angioplasty
Percutaneous coronary intervention	K502	OPCS4	Percutaneous transluminal coronary thrombolysis using streptokinase
Percutaneous coronary intervention	K503	OPCS4	Percutaneous transluminal injection of therapeutic substance into coronary artery NEC
Percutaneous coronary intervention	K504	OPCS4	Percutaneous transluminal atherectomy of coronary artery
Percutaneous coronary intervention	K508	OPCS4	Other specified other therapeutic transluminal operations on coronary artery
Percutaneous coronary intervention	K509	OPCS4	Unspecified other therapeutic transluminal operations on coronary artery
Percutaneous coronary intervention	K75	OPCS4	Percutaneous transluminal balloon angioplasty and insertion of stent into coronary artery
Percutaneous coronary intervention	K751	OPCS4	Percutaneous transluminal balloon angioplasty and insertion of 1-2 drug-eluting stents into coronary artery
Percutaneous coronary intervention	K752	OPCS4	Percutaneous transluminal balloon angioplasty and insertion of 3 or more drug-eluting stents into coronary artery
Percutaneous coronary intervention	K753	OPCS4	Percutaneous transluminal balloon angioplasty and insertion of 1-2 stents into coronary artery
Percutaneous coronary intervention	K754	OPCS4	Percutaneous transluminal balloon angioplasty and insertion of 3 or more stents into coronary artery NEC
Percutaneous coronary intervention	K758	OPCS4	Other specified percutaneous transluminal balloon angioplasty and insertion of stent into coronary artery
Percutaneous coronary intervention	K759	OPCS4	Unspecified percutaneous transluminal balloon angioplasty and insertion of stent into coronary artery
Percutaneous coronary intervention	92944	CPT4	Percutaneous transluminal revascularization of chronic total occlusion, coronary artery, coronary artery branch, or coronary artery bypass graft, any combination of intracoronary stent, atherectomy and angioplasty; each additional coronary artery, coro... | [Therapeutic or Preventive Procedure]
Percutaneous coronary intervention	92943	CPT4	Percutaneous transluminal revascularization of chronic total occlusion, coronary artery, coronary artery branch, or coronary artery bypass graft, any combination of intracoronary stent, atherectomy and angioplasty; single vessel | [Therapeutic or Preventive Procedure]
Percutaneous coronary intervention	92941	CPT4	Percutaneous transluminal revascularization of acute total/subtotal occlusion during acute myocardial infarction, coronary artery or coronary artery bypass graft, any combination of intracoronary stent, atherectomy and angioplasty, including aspiration... | [Therapeutic or Preventive Procedure]
Percutaneous coronary intervention	92938	CPT4	Percutaneous transluminal revascularization of or through coronary artery bypass graft (internal mammary, free arterial, venous), any combination of intracoronary stent, atherectomy and angioplasty, including distal protection when performed; each addi... | [Therapeutic or Preventive Procedure]
Percutaneous coronary intervention	92937	CPT4	Percutaneous transluminal revascularization of or through coronary artery bypass graft (internal mammary, free arterial, venous), any combination of intracoronary stent, atherectomy and angioplasty, including distal protection when performed; single ve... | [Therapeutic or Preventive Procedure]
Percutaneous coronary intervention	92934	CPT4	Percutaneous transluminal coronary atherectomy, with intracoronary stent, with coronary angioplasty when performed; each additional branch of a major coronary artery (List separately in addition to code for primary procedure) | [Therapeutic or Preventive Procedure]
Percutaneous coronary intervention	92933	CPT4	Percutaneous transluminal coronary atherectomy, with intracoronary stent, with coronary angioplasty when performed; single major coronary artery or branch | [Therapeutic or Preventive Procedure]
Percutaneous coronary intervention	92929	CPT4	Percutaneous transcatheter placement of intracoronary stent(s), with coronary angioplasty when performed; each additional branch of a major coronary artery (List separately in addition to code for primary procedure) | [Therapeutic or Preventive Procedure]
Percutaneous coronary intervention	92928	CPT4	Percutaneous transcatheter placement of intracoronary stent(s), with coronary angioplasty when performed; single major coronary artery or branch | [Therapeutic or Preventive Procedure]
Percutaneous coronary intervention	92924	CPT4	Percutaneous transluminal coronary atherectomy, with coronary angioplasty when performed; single major coronary artery or branch | [Therapeutic or Preventive Procedure]
Percutaneous coronary intervention	92925	CPT4	Percutaneous transluminal coronary atherectomy, with coronary angioplasty when performed; each additional branch of a major coronary artery (List separately in addition to code for primary procedure) | [Therapeutic or Preventive Procedure]
Percutaneous coronary intervention	92921	CPT4	Percutaneous transluminal coronary angioplasty; each additional branch of a major coronary artery (List separately in addition to code for primary procedure) | [Therapeutic or Preventive Procedure]
Percutaneous coronary intervention	92920	CPT4	Percutaneous transluminal coronary angioplasty; single major coronary artery or branch | [Therapeutic or Preventive Procedure]
Percutaneous coronary intervention	37247	CPT4	Transluminal balloon angioplasty (except lower extremity artery(ies) for occlusive disease, intracranial, coronary, pulmonary, or dialysis circuit), open or percutaneous, including all imaging and radiological supervision and interpretation necessary t... | [Therapeutic or Preventive Procedure]
Percutaneous coronary intervention	37246	CPT4	Transluminal balloon angioplasty (except lower extremity artery(ies) for occlusive disease, intracranial, coronary, pulmonary, or dialysis circuit), open or percutaneous, including all imaging and radiological supervision and interpretation necessary t... | [Therapeutic or Preventive Procedure]
Percutaneous coronary intervention	1029697	CPT4	Transluminal balloon angioplasty (except lower extremity artery(ies) for occlusive disease, intracranial, coronary, pulmonary, or dialysis circuit), open or percutaneous, including all imaging and radiological supervision and interpretation necessary t... | [Therapeutic or Preventive Procedure]
Percutaneous coronary intervention	1021168	CPT4	Percutaneous transluminal revascularization of chronic total occlusion, coronary artery, coronary artery branch, or coronary artery bypass graft, any combination of intracoronary stent, atherectomy and angioplasty | [Therapeutic or Preventive Procedure]
Percutaneous coronary intervention	1021167	CPT4	Percutaneous transluminal revascularization of or through coronary artery bypass graft (internal mammary, free arterial, venous), any combination of intracoronary stent, atherectomy and angioplasty, including distal protection when performed | [Therapeutic or Preventive Procedure]
Percutaneous coronary intervention	1021166	CPT4	Percutaneous transluminal coronary atherectomy, with intracoronary stent, with coronary angioplasty when performed | [Therapeutic or Preventive Procedure]
